Marital_status,Application_mode,Application_order,Course,Daytime_evening_attendance,Previous_qualification,Previous_qualification_grade,Nacionality,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Curricular_units_1st_sem_credited,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_1st_sem_without_evaluations,Curricular_units_2nd_sem_credited,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_2nd_sem_without_evaluations,Unemployment_rate,Inflation_rate,GDP,Status,Prediksi_Status,Skor_Risiko_Dropout
Single,1,1,9147,1,1,127.0,1,2,19,4,5,121.8,No,No,No,Yes,Female,No,18,No,0,5,5,5,12.6,0,0,5,5,5,14.0,0,11.1,0.6,2.02,Graduate,Graduate,2.68
Single,17,1,9254,1,1,133.1,1,1,1,4,5,131.0,Yes,No,No,Yes,Female,No,21,No,0,6,12,3,11.0,0,0,6,12,2,11.0,0,9.4,-0.8,-3.12,Dropout,Dropout,66.22
Single,1,2,9147,1,1,120.0,1,19,19,9,7,118.6,Yes,No,No,Yes,Female,No,19,No,0,5,8,5,10.8,0,0,5,9,4,11.25,2,16.2,0.3,-0.92,Graduate,Graduate,7.55
Single,1,1,171,1,1,137.0,1,3,19,2,9,122.3,No,No,No,Yes,Female,No,19,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,Dropout,Dropout,49.86
Single,1,1,9670,1,1,131.0,1,38,38,9,9,127.9,No,No,No,Yes,Female,Yes,19,No,0,5,5,5,12.8,0,0,5,5,5,14.2,0,9.4,-0.8,-3.12,Graduate,Graduate,1.76
Single,1,1,9085,1,1,130.0,1,19,38,4,7,121.3,Yes,No,No,Yes,Female,No,19,No,0,6,15,6,14.166666666666666,0,0,6,13,6,12.2,0,15.5,2.8,-4.06,Graduate,Graduate,7.72
Single,17,6,9556,1,1,122.0,1,1,1,4,5,117.1,Yes,No,No,Yes,Female,No,19,No,0,7,12,5,12.1,0,0,7,0,0,0.0,0,13.9,-0.3,0.79,Dropout,Dropout,93.63
Single,44,1,9085,1,39,160.0,1,37,37,9,9,160.0,Yes,No,No,Yes,Female,No,20,No,1,6,7,6,14.166666666666666,0,1,6,17,5,13.77777777777778,0,12.4,0.5,1.79,Graduate,Graduate,4.96
Single,1,1,9853,1,1,146.0,1,19,38,9,3,145.3,Yes,No,No,Yes,Female,Yes,18,No,0,6,8,5,12.8,0,0,6,7,5,13.4,0,9.4,-0.8,-3.12,Enrolled,Graduate,8.65
Single,17,3,9238,1,1,131.0,1,1,39,5,3,122.6,Yes,No,No,Yes,Female,No,18,No,0,6,7,6,13.0,0,0,6,6,6,13.666666666666666,0,12.4,0.5,1.79,Graduate,Graduate,2.56
Single,17,6,9500,1,1,132.0,1,1,37,8,9,128.0,Yes,No,No,Yes,Female,No,19,No,0,7,7,7,13.467142857142855,0,0,8,9,8,15.011111111111113,0,12.4,0.5,1.79,Graduate,Graduate,5.8
Single,1,3,9500,1,1,138.0,1,19,19,5,8,124.9,Yes,No,No,Yes,Female,Yes,18,No,0,7,9,7,13.2375,0,0,8,9,7,13.742857142857144,0,13.9,-0.3,0.79,Dropout,Graduate,15.16
Single,17,2,9070,1,1,130.0,1,37,37,9,9,123.7,Yes,No,No,Yes,Female,No,18,No,0,6,6,6,12.333333333333334,0,0,6,6,6,13.0,0,7.6,2.6,0.32,Graduate,Graduate,2.29
Single,1,4,9147,1,1,126.0,1,1,19,4,8,120.1,Yes,No,No,Yes,Female,No,19,No,0,5,7,5,12.4,0,0,5,5,5,14.6,0,8.9,1.4,3.51,Graduate,Graduate,4.61
Single,17,6,9500,1,1,148.0,1,1,19,3,3,131.7,Yes,No,No,Yes,Female,No,19,No,0,7,8,5,14.0,0,0,7,7,0,0.0,0,13.9,-0.3,0.79,Dropout,Dropout,96.77
Single,43,1,9238,1,1,130.0,1,38,37,9,7,133.2,No,No,No,Yes,Female,No,20,No,5,9,15,9,11.666666666666666,0,2,7,8,7,11.714285714285714,0,7.6,2.6,0.32,Graduate,Graduate,0.31
Single,1,1,9670,1,1,117.0,1,1,38,3,9,109.3,No,No,Yes,No,Female,Yes,19,No,0,6,7,5,12.0,0,0,6,9,4,12.5,0,12.4,0.5,1.79,Dropout,Dropout,89.68
Single,17,1,9670,1,1,120.0,1,19,19,5,5,113.0,Yes,No,No,Yes,Female,No,20,No,0,5,7,4,12.2,0,0,5,5,4,11.5,0,7.6,2.6,0.32,Graduate,Graduate,5.95
Single,1,1,9773,1,1,153.0,1,1,1,141,175,157.9,No,No,Yes,Yes,Female,Yes,18,No,0,6,6,6,14.833333333333334,0,0,6,6,6,14.833333333333334,0,8.9,1.4,3.51,Graduate,Graduate,1.71
Single,1,2,9500,1,1,117.0,1,19,1,4,7,112.1,No,No,No,Yes,Female,Yes,20,No,0,7,9,5,13.188,0,0,8,9,7,12.892857142857142,0,11.1,0.6,2.02,Enrolled,Graduate,0.94
Single,18,1,9500,1,1,178.0,1,19,1,4,8,174.7,No,No,No,Yes,Female,No,18,No,0,7,8,7,17.125,0,0,8,8,8,17.5875,0,13.9,-0.3,0.79,Graduate,Graduate,4.63
Single,1,5,9500,1,1,129.0,1,37,37,9,9,128.8,Yes,No,No,Yes,Female,No,19,No,0,7,7,6,12.666666666666666,0,0,7,7,6,12.666666666666666,0,7.6,2.6,0.32,Graduate,Graduate,2.79
Single,1,6,9773,1,1,116.0,1,19,1,4,4,110.1,Yes,No,No,Yes,Female,Yes,19,No,0,6,8,6,12.666666666666666,0,0,6,10,5,12.0,0,12.4,0.5,1.79,Graduate,Graduate,8.58
Single,51,1,9147,1,1,99.0,1,3,1,3,3,99.7,Yes,No,Yes,No,Female,No,22,No,0,5,8,0,0.0,0,0,5,7,0,0.0,0,8.9,1.4,3.51,Enrolled,Enrolled,42.67
Single,1,3,9238,1,1,135.0,1,1,12,9,10,121.0,Yes,No,No,Yes,Female,Yes,19,No,0,6,7,6,11.333333333333334,0,0,6,6,6,11.5,0,12.4,0.5,1.79,Graduate,Graduate,0.68
Single,1,3,9500,1,1,141.0,1,19,19,9,7,131.7,Yes,No,No,Yes,Female,Yes,19,No,0,7,10,7,13.605,0,0,8,11,8,12.33125,0,15.5,2.8,-4.06,Graduate,Graduate,1.94
Single,17,5,9853,1,1,132.0,1,37,38,5,6,119.1,Yes,No,No,Yes,Female,Yes,19,No,0,6,10,5,12.0,0,0,6,9,5,10.8,0,9.4,-0.8,-3.12,Graduate,Graduate,20.84
Single,1,4,9254,1,1,132.0,1,12,19,9,9,124.7,Yes,No,No,Yes,Female,No,19,No,0,5,10,0,0.0,0,0,5,10,0,0.0,0,7.6,2.6,0.32,Dropout,Dropout,93.7
Single,17,1,9254,1,1,113.0,1,1,37,9,10,117.2,Yes,No,No,Yes,Female,No,20,No,0,6,8,5,11.2,0,0,6,12,3,11.666666666666666,0,7.6,2.6,0.32,Dropout,Enrolled,32.72
Single,1,1,9147,1,1,134.0,1,3,19,2,10,128.8,No,No,No,Yes,Female,No,18,No,0,5,10,5,13.375,0,0,5,9,5,14.166666666666666,0,13.9,-0.3,0.79,Graduate,Graduate,4.61
Single,1,1,9500,1,1,136.0,1,1,19,9,9,131.5,No,No,No,Yes,Female,Yes,20,No,0,7,8,6,13.863333333333337,0,0,8,9,7,14.178571428571429,0,11.1,0.6,2.02,Graduate,Graduate,2.28
Single,1,1,171,1,1,136.0,1,3,37,2,8,121.7,Yes,No,No,Yes,Female,No,18,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,Enrolled,Dropout,39.74
Single,1,1,9085,1,1,129.0,1,1,38,4,7,123.4,No,No,No,Yes,Female,No,19,No,0,5,6,5,12.4,0,0,5,6,5,13.4,0,7.6,2.6,0.32,Graduate,Graduate,1.48
Single,17,1,9853,1,1,138.0,1,38,38,7,6,124.7,Yes,No,No,Yes,Female,No,18,No,0,6,11,3,12.333333333333334,0,0,6,10,5,10.833333333333334,0,9.4,-0.8,-3.12,Enrolled,Enrolled,15.01
Single,1,1,9853,1,1,137.0,1,37,37,9,9,132.8,Yes,No,No,Yes,Female,No,18,No,0,6,7,6,13.333333333333334,0,0,6,8,5,11.8,0,7.6,2.6,0.32,Graduate,Graduate,8.97
Single,43,1,9853,1,1,115.0,1,3,37,2,5,108.7,Yes,No,No,Yes,Female,No,21,No,0,6,10,3,12.666666666666666,0,0,6,12,3,10.0,0,9.4,-0.8,-3.12,Dropout,Dropout,72.39
Single,1,1,9853,1,1,129.0,1,38,37,6,6,138.1,No,No,No,Yes,Female,No,19,No,0,6,8,6,12.0,0,0,6,10,4,11.5,0,7.6,2.6,0.32,Dropout,Enrolled,41.62
Single,1,1,9147,1,1,131.0,1,38,38,9,9,126.5,No,No,No,Yes,Female,Yes,18,No,0,5,5,5,10.6,0,0,5,5,5,11.8,0,12.4,0.5,1.79,Graduate,Graduate,2.1
Single,17,2,9238,1,1,133.0,1,1,37,7,9,127.4,Yes,No,No,Yes,Female,Yes,18,No,0,6,8,6,12.25,0,0,6,7,6,11.857142857142858,0,12.7,3.7,-1.7,Graduate,Graduate,1.74
Single,1,3,9238,1,1,125.0,1,19,1,9,10,123.6,Yes,No,No,Yes,Female,No,20,No,0,6,10,4,11.0,0,0,6,9,6,11.833333333333334,0,9.4,-0.8,-3.12,Graduate,Graduate,1.54
Single,39,1,8014,0,1,120.0,1,1,19,6,8,122.0,No,No,No,Yes,Female,Yes,24,No,0,6,11,5,11.0,0,0,6,9,5,12.6,0,11.1,0.6,2.02,Graduate,Graduate,2.96
Single,1,1,9670,1,1,128.0,1,19,1,4,1,118.2,No,No,No,Yes,Female,No,19,No,0,6,6,6,13.166666666666666,0,0,6,9,6,13.0,0,10.8,1.4,1.74,Dropout,Graduate,2.26
Single,1,1,9500,1,1,127.0,1,19,37,9,7,123.9,Yes,No,No,Yes,Female,Yes,18,No,0,7,9,7,12.855555555555554,0,0,8,12,7,12.761111111111113,0,15.5,2.8,-4.06,Graduate,Graduate,0.55
Single,1,2,9500,1,1,134.0,1,19,19,9,9,125.8,Yes,No,No,Yes,Female,No,18,No,0,7,8,7,14.91875,0,0,8,8,8,15.355,0,15.5,2.8,-4.06,Graduate,Graduate,2.82
Single,17,5,9853,1,1,132.0,1,12,12,4,4,123.3,Yes,No,No,Yes,Female,No,21,No,0,6,13,4,11.5,0,0,6,10,3,11.0,0,10.8,1.4,1.74,Dropout,Dropout,87.8
Single,17,2,9670,1,1,124.0,1,1,19,5,4,124.4,No,No,No,Yes,Female,No,19,No,0,5,5,5,14.2,0,0,5,5,5,14.2,0,7.6,2.6,0.32,Graduate,Graduate,3.36
Single,17,1,9773,1,1,133.1,1,19,37,7,7,126.0,No,No,No,Yes,Female,Yes,19,No,0,6,6,6,12.5,0,0,6,7,6,13.0,0,15.5,2.8,-4.06,Graduate,Graduate,4.75
Widower,39,1,9003,1,1,170.0,1,1,37,6,6,170.0,No,No,Yes,Yes,Female,No,47,No,0,1,1,0,0.0,0,0,6,0,0,0.0,0,8.9,1.4,3.51,Enrolled,Dropout,85.78
Single,17,3,9238,1,1,125.0,1,19,19,7,8,121.5,No,No,No,Yes,Female,No,19,No,0,6,10,5,11.666666666666666,0,0,6,12,4,11.0,0,13.9,-0.3,0.79,Graduate,Graduate,7.68
Single,39,1,9500,1,3,130.0,1,2,2,1,1,130.0,No,No,No,Yes,Female,No,29,No,1,8,8,7,14.257142857142856,0,1,8,8,7,14.257142857142856,0,12.7,3.7,-1.7,Graduate,Graduate,7.41
Single,43,1,9238,1,1,125.0,1,19,19,4,8,117.0,Yes,No,No,Yes,Female,No,21,No,0,6,13,3,12.0,0,0,6,12,2,11.333333333333334,0,16.2,0.3,-0.92,Dropout,Dropout,53.62
Single,39,1,9085,1,1,130.0,1,37,19,9,7,130.0,Yes,No,No,Yes,Female,No,28,No,0,5,13,4,11.25,1,0,5,11,4,10.5,0,12.7,3.7,-1.7,Enrolled,Enrolled,33.66
Single,17,2,9556,1,1,133.1,1,37,37,3,10,108.0,No,No,No,Yes,Female,No,20,No,0,7,8,7,12.457142857142856,0,0,8,8,8,13.5625,0,15.5,2.8,-4.06,Graduate,Graduate,3.41
Single,17,1,9500,1,1,131.0,1,2,38,4,5,132.3,Yes,No,No,Yes,Female,No,19,No,0,7,7,6,11.683333333333332,0,0,7,7,6,11.683333333333332,0,7.6,2.6,0.32,Graduate,Graduate,2.18
Single,42,1,8014,0,1,150.0,1,19,2,4,6,148.0,No,No,No,Yes,Female,No,26,No,0,6,10,3,11.666666666666666,0,0,6,8,5,12.0,0,9.4,-0.8,-3.12,Graduate,Graduate,2.83
Single,17,2,9254,1,1,125.0,1,37,37,9,8,122.6,Yes,No,Yes,No,Female,No,20,No,0,6,8,4,11.75,0,0,6,6,6,13.166666666666666,0,11.1,0.6,2.02,Dropout,Dropout,87.77
Single,1,1,9670,1,1,131.0,1,37,37,9,9,123.0,Yes,No,No,Yes,Female,Yes,18,No,0,5,6,3,11.666666666666666,0,0,5,6,4,13.5,0,7.6,2.6,0.32,Enrolled,Enrolled,9.61
Single,39,1,9853,1,1,130.0,1,37,19,9,5,102.5,No,No,No,Yes,Female,No,27,No,0,6,9,5,13.2,0,0,6,10,5,12.0,0,7.6,2.6,0.32,Graduate,Enrolled,25.2
Single,1,2,9500,1,1,123.0,1,34,34,90,90,113.3,Yes,No,No,Yes,Female,No,20,No,0,7,8,4,11.95,0,0,7,8,4,11.95,0,7.6,2.6,0.32,Dropout,Dropout,56.44
Single,1,5,9853,1,1,141.0,1,37,19,9,5,133.0,Yes,No,No,Yes,Female,No,18,No,0,6,8,5,12.4,0,0,6,12,5,10.4,0,9.4,-0.8,-3.12,Dropout,Dropout,68.33
Single,7,1,9500,1,3,140.0,1,1,1,9,5,140.0,No,No,No,Yes,Female,No,33,No,2,7,8,6,14.35,0,3,8,10,6,14.583333333333334,0,16.2,0.3,-0.92,Dropout,Graduate,40.16
Single,43,1,9853,1,1,140.0,1,3,1,3,3,128.3,Yes,No,No,Yes,Female,No,35,No,19,21,21,21,12.61904761904762,0,13,19,19,19,12.789473684210526,0,12.4,0.5,1.79,Graduate,Graduate,12.8
Single,44,1,9991,0,39,140.0,1,37,19,9,8,140.0,No,No,No,Yes,Female,Yes,26,No,2,6,7,6,12.666666666666666,0,2,6,7,6,13.166666666666666,1,9.4,-0.8,-3.12,Enrolled,Graduate,4.31
Single,39,1,9773,1,19,133.1,1,19,19,3,4,104.0,No,No,Yes,No,Female,No,27,No,0,6,6,5,12.0,0,0,6,6,0,0.0,0,11.1,0.6,2.02,Dropout,Dropout,89.03
Single,18,3,9070,1,1,131.0,1,1,37,5,5,122.3,Yes,No,No,No,Female,No,19,No,0,6,6,6,12.166666666666666,0,0,6,6,0,0.0,0,15.5,2.8,-4.06,Dropout,Dropout,97.9
Single,17,2,9254,1,1,143.0,1,1,19,4,6,135.0,No,No,No,Yes,Female,No,20,No,0,6,0,0,0.0,0,0,6,0,0,0.0,0,11.1,0.6,2.02,Dropout,Dropout,94.87
Single,18,2,9147,1,1,132.0,1,3,3,5,7,119.1,Yes,No,Yes,No,Female,No,20,No,0,5,9,3,10.0,0,0,5,9,3,10.571428571428571,0,10.8,1.4,1.74,Dropout,Dropout,97.21
Single,43,1,9238,1,1,143.0,1,1,37,5,9,126.6,No,No,Yes,No,Female,No,21,No,5,10,18,8,11.5,0,0,6,12,4,10.0,0,9.4,-0.8,-3.12,Enrolled,Dropout,85.21
Single,17,3,9500,1,1,141.0,1,38,1,9,4,129.0,Yes,No,No,Yes,Female,Yes,18,No,0,7,7,6,13.05,0,0,7,7,6,13.05,0,7.6,2.6,0.32,Graduate,Graduate,3.29
Single,39,1,9085,1,1,133.1,1,1,19,9,9,162.3,Yes,No,No,Yes,Female,No,24,No,0,6,10,2,11.0,0,0,6,6,0,0.0,0,8.9,1.4,3.51,Dropout,Dropout,96.83
Single,17,4,9070,1,1,148.0,1,1,3,4,1,163.4,Yes,No,No,Yes,Female,No,20,No,0,6,7,6,11.5,0,0,6,6,6,12.0,0,16.2,0.3,-0.92,Graduate,Graduate,5.97
Single,1,1,9254,1,1,125.0,1,19,38,9,8,121.5,No,No,No,Yes,Female,Yes,21,No,0,6,7,6,12.0,0,0,6,6,6,12.5,0,13.9,-0.3,0.79,Graduate,Graduate,3.5
Single,1,1,8014,0,1,120.0,1,1,37,7,3,122.8,No,No,No,Yes,Female,No,23,No,0,6,13,2,10.0,0,0,5,12,1,10.0,0,9.4,-0.8,-3.12,Enrolled,Dropout,90.38
Single,39,1,9147,1,1,140.0,1,12,3,4,3,118.0,Yes,No,No,Yes,Female,No,24,No,0,5,5,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout,Dropout,96.98
Single,51,1,9853,1,1,139.0,1,1,1,4,10,134.0,No,No,No,Yes,Female,No,21,No,0,6,0,0,0.0,0,0,6,0,0,0.0,0,12.4,0.5,1.79,Dropout,Dropout,97.32
Single,1,4,9500,1,1,142.0,1,38,38,9,8,129.8,Yes,No,No,Yes,Female,No,18,No,0,8,8,7,12.242857142857144,0,0,8,8,7,12.242857142857144,0,12.7,3.7,-1.7,Graduate,Graduate,1.02
Single,39,1,9991,0,40,130.0,1,19,1,3,4,152.0,Yes,No,No,Yes,Female,No,27,No,0,5,0,0,0.0,0,0,5,0,0,0.0,0,8.9,1.4,3.51,Dropout,Dropout,94.28
Single,18,6,9500,1,1,126.0,1,37,37,5,5,122.8,Yes,No,No,Yes,Female,No,18,No,0,8,8,8,12.93375,0,0,8,8,8,12.93375,0,9.4,-0.8,-3.12,Graduate,Graduate,1.52
Single,7,1,9119,1,3,150.0,1,3,2,2,2,150.0,No,No,No,Yes,Female,No,35,No,0,5,0,0,0.0,0,0,5,0,0,0.0,0,13.9,-0.3,0.79,Dropout,Dropout,96.42
Single,1,1,9853,1,1,130.0,1,19,19,3,8,131.8,No,No,No,Yes,Female,No,18,No,0,7,9,7,12.571428571428571,0,0,7,8,7,14.428571428571429,0,11.1,0.6,2.02,Graduate,Graduate,3.0
Single,39,1,9500,1,1,120.0,1,1,3,175,121,105.9,No,No,No,Yes,Female,No,35,No,0,3,4,3,11.816666666666668,0,0,3,3,3,11.333333333333334,0,11.1,0.6,2.02,Enrolled,Enrolled,41.55
Single,1,1,9085,1,1,138.0,1,1,1,4,7,132.1,Yes,No,No,Yes,Female,No,19,No,0,5,9,4,13.75,0,0,5,13,4,14.333333333333334,2,10.8,1.4,1.74,Graduate,Graduate,9.41
Single,1,4,9238,1,1,127.0,1,19,19,4,0,127.4,Yes,No,No,Yes,Female,No,20,No,0,6,8,6,11.166666666666666,0,0,6,6,6,11.333333333333334,0,7.6,2.6,0.32,Graduate,Graduate,0.91
Single,1,4,9500,1,1,140.0,1,19,19,7,7,129.5,Yes,No,No,Yes,Female,No,18,No,0,8,8,7,12.324285714285711,0,0,8,8,7,12.324285714285711,0,10.8,1.4,1.74,Graduate,Graduate,0.75
Single,44,1,9238,1,39,130.0,1,38,38,5,10,126.7,No,No,Yes,Yes,Female,No,21,No,3,6,6,6,12.166666666666666,0,2,6,7,6,11.714285714285714,0,13.9,-0.3,0.79,Graduate,Graduate,2.03
Single,17,2,9238,1,1,128.0,1,19,37,9,8,116.5,No,No,No,Yes,Female,Yes,18,No,0,6,11,5,11.142857142857142,0,0,6,11,4,11.25,0,16.2,0.3,-0.92,Graduate,Graduate,2.1
Single,1,1,9238,1,1,132.0,1,34,34,0,0,119.1,Yes,No,No,Yes,Female,No,18,No,0,6,9,4,11.0,0,0,6,9,4,10.75,0,7.6,2.6,0.32,Graduate,Graduate,41.81
Single,1,2,9500,1,1,149.0,1,19,38,9,9,126.5,Yes,No,No,Yes,Female,No,18,No,0,8,8,7,12.914285714285713,0,0,8,8,7,12.914285714285713,0,12.7,3.7,-1.7,Graduate,Graduate,0.84
Single,1,4,9773,1,1,155.0,1,3,19,1,4,149.8,Yes,No,No,Yes,Female,Yes,18,No,0,6,6,6,13.833333333333334,0,0,6,6,6,14.166666666666666,0,16.2,0.3,-0.92,Graduate,Graduate,6.59
Single,1,1,9085,1,1,120.0,1,19,1,8,7,115.1,Yes,No,No,Yes,Female,No,19,No,0,6,8,6,13.857142857142858,0,0,6,9,5,13.4,0,13.9,-0.3,0.79,Graduate,Graduate,10.45
Single,39,1,9254,1,19,133.1,1,3,19,2,3,124.5,No,No,No,Yes,Female,Yes,36,No,0,6,7,6,13.714285714285714,0,0,6,6,5,12.8,0,16.2,0.3,-0.92,Dropout,Graduate,13.97
Single,1,2,9500,1,1,131.0,1,38,1,7,4,128.3,Yes,No,No,Yes,Female,Yes,18,No,0,8,8,7,12.642857142857142,0,0,8,8,7,12.642857142857142,0,12.7,3.7,-1.7,Graduate,Graduate,0.45
Single,1,1,9500,1,1,149.0,1,37,37,9,9,136.0,No,No,No,Yes,Female,Yes,18,No,0,7,7,6,12.916666666666666,0,0,7,7,6,12.916666666666666,0,7.6,2.6,0.32,Graduate,Graduate,1.4
Single,43,1,9130,1,1,140.0,1,1,3,9,2,140.0,Yes,No,No,Yes,Female,Yes,20,No,0,6,8,6,15.625,0,0,6,8,6,15.857142857142858,0,13.9,-0.3,0.79,Graduate,Graduate,8.35
Single,39,1,9991,0,1,133.1,1,37,37,9,9,126.3,No,No,No,Yes,Female,Yes,26,No,0,5,7,0,0.0,0,0,5,8,0,0.0,0,16.2,0.3,-0.92,Dropout,Dropout,91.62
Single,43,1,9773,1,1,122.0,1,1,1,4,5,126.9,No,No,No,Yes,Female,No,21,No,0,6,8,6,11.714285714285714,0,0,6,7,6,12.0,0,7.6,2.6,0.32,Graduate,Graduate,8.37
Single,39,1,9556,1,40,130.0,1,1,1,4,5,145.0,No,No,No,Yes,Female,No,25,No,0,7,10,6,12.125,0,0,8,9,8,13.3125,0,15.5,2.8,-4.06,Enrolled,Graduate,3.97
Single,18,1,9147,1,1,121.0,1,19,3,5,5,115.8,Yes,No,No,Yes,Female,Yes,19,No,0,5,7,5,11.6,0,0,5,5,5,11.6,0,12.4,0.5,1.79,Graduate,Graduate,1.59
Single,39,1,8014,0,1,120.0,1,19,37,8,7,100.0,Yes,No,No,Yes,Female,No,24,No,0,6,11,1,10.0,0,0,6,6,0,0.0,6,9.4,-0.8,-3.12,Dropout,Dropout,90.77
Single,39,1,8014,0,1,133.1,1,1,19,5,4,102.5,No,No,No,Yes,Female,Yes,27,No,0,6,16,1,10.0,0,0,6,13,0,0.0,0,8.9,1.4,3.51,Dropout,Dropout,95.36
Single,17,1,9085,1,1,121.0,1,19,37,1,3,131.5,No,No,No,Yes,Female,No,21,No,0,5,10,0,0.0,1,0,5,9,2,13.5,0,7.6,2.6,0.32,Dropout,Dropout,60.47
Single,1,1,9147,1,1,133.0,1,38,38,7,7,147.0,No,No,No,Yes,Female,Yes,18,No,0,5,7,4,13.0,0,0,5,8,3,12.333333333333334,0,9.4,-0.8,-3.12,Graduate,Graduate,1.28
Married,1,4,9853,1,1,134.0,1,37,37,5,7,122.5,No,Yes,No,Yes,Female,Yes,19,No,0,6,6,6,13.333333333333334,0,0,6,6,6,14.5,0,10.8,1.4,1.74,Graduate,Graduate,6.74
Single,1,3,9254,1,1,115.0,1,1,1,3,3,117.5,Yes,No,No,Yes,Female,No,18,No,0,6,9,4,11.25,0,0,6,13,2,12.5,0,9.4,-0.8,-3.12,Dropout,Dropout,76.05
Single,51,1,9500,1,1,127.0,1,19,1,5,9,150.0,No,No,No,Yes,Female,Yes,19,No,0,7,9,5,13.85,0,0,8,9,7,12.19285714285714,0,11.1,0.6,2.02,Graduate,Graduate,0.96
Single,18,1,9500,1,1,135.0,1,1,38,4,5,127.5,Yes,No,No,Yes,Female,Yes,19,No,0,7,8,6,13.741666666666667,0,0,8,9,7,14.9125,0,16.2,0.3,-0.92,Graduate,Graduate,2.43
Married,7,1,9991,0,43,140.0,1,40,5,3,3,140.0,No,No,No,Yes,Female,No,33,No,2,6,7,6,15.333333333333334,0,0,5,5,5,15.8,0,11.1,0.6,2.02,Graduate,Graduate,10.89
Married,7,1,9147,1,3,130.0,1,1,4,3,10,130.0,No,No,No,Yes,Female,No,45,No,0,5,6,5,11.0,0,0,5,5,5,13.8,0,12.4,0.5,1.79,Graduate,Graduate,15.74
Single,1,1,9238,1,1,135.0,1,1,1,9,9,133.3,No,No,No,Yes,Female,Yes,20,No,0,6,6,6,12.0,0,0,6,7,6,12.857142857142858,0,11.1,0.6,2.02,Graduate,Graduate,1.91
Single,39,2,9670,1,1,140.0,1,34,34,0,0,97.0,Yes,No,No,Yes,Female,No,28,No,0,5,5,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout,Dropout,98.74
Single,43,1,9500,1,1,120.0,1,1,1,5,8,112.0,Yes,No,No,Yes,Female,Yes,19,No,0,8,15,7,11.571428571428571,0,0,8,15,7,11.571428571428571,0,12.7,3.7,-1.7,Graduate,Graduate,1.49
Single,1,2,9254,1,1,140.0,1,1,37,4,5,123.6,Yes,No,No,Yes,Female,No,18,No,0,6,10,6,12.857142857142858,0,0,6,6,3,12.666666666666666,0,12.7,3.7,-1.7,Graduate,Graduate,5.8
Single,39,1,9254,1,3,133.1,1,19,19,4,6,130.5,No,No,No,Yes,Female,No,38,No,0,6,0,0,0.0,0,0,6,0,0,0.0,0,15.5,2.8,-4.06,Dropout,Dropout,98.57
Single,1,2,9670,1,1,135.0,1,1,3,4,3,133.3,No,No,No,Yes,Female,No,19,No,0,5,5,5,13.0,0,0,5,5,5,13.2,0,9.4,-0.8,-3.12,Graduate,Graduate,3.08
Single,1,1,9254,1,1,123.0,1,1,37,9,9,132.1,No,No,No,Yes,Female,Yes,21,No,0,6,9,5,11.0,0,0,6,8,5,12.0,0,15.5,2.8,-4.06,Graduate,Graduate,20.84
Single,1,1,9147,1,1,133.1,1,37,1,9,10,100.0,No,No,No,Yes,Female,No,21,No,0,5,12,3,12.0,0,0,5,12,1,15.0,3,16.2,0.3,-0.92,Dropout,Dropout,71.71
Single,1,1,9238,1,1,154.0,1,38,37,9,9,140.4,No,No,No,Yes,Female,Yes,22,No,0,6,6,5,12.6,0,0,6,6,6,13.0,0,10.8,1.4,1.74,Graduate,Graduate,2.43
Single,1,1,9853,1,1,148.0,1,19,19,5,7,141.7,No,No,No,Yes,Female,Yes,18,No,0,6,8,5,13.4,0,0,6,7,6,13.166666666666666,0,9.4,-0.8,-3.12,Graduate,Graduate,3.81
Single,17,2,9238,1,1,133.0,1,37,37,3,9,119.7,No,Yes,No,Yes,Female,Yes,18,No,0,6,9,6,11.333333333333334,0,0,6,9,6,11.571428571428571,0,15.5,2.8,-4.06,Graduate,Graduate,0.9
Single,1,1,9130,1,1,126.0,1,19,1,9,9,122.5,Yes,No,No,No,Female,No,25,No,0,5,14,4,13.5,2,0,5,10,4,14.25,0,9.4,-0.8,-3.12,Dropout,Dropout,95.89
Single,39,1,9085,1,19,133.1,1,19,19,9,7,140.0,No,No,Yes,No,Female,No,24,No,2,6,11,3,11.75,0,1,6,14,3,10.333333333333334,0,16.2,0.3,-0.92,Dropout,Dropout,97.38
Single,1,3,9500,1,1,125.0,1,3,1,4,4,119.4,Yes,No,No,Yes,Female,No,19,No,0,7,10,6,12.471428571428572,0,0,7,8,7,11.4625,0,12.4,0.5,1.79,Enrolled,Enrolled,0.71
